final_choice,timestamp_final,user_id,initial_choice,position,timestamp,vote_type,group_id,bot_role,group_name
Amy,2025-10-31T11:44:39.004348+00:00,U00fb2d5cac21fc6fed685981b1a588a4,Amy,行銷長,2025-10-31T11:25:41.092316+00:00,final,Cc434ac7473bcd0864a27277f37cff948,整合型AI,決策群組 #203
Amy,2025-10-31T11:44:31.556160+00:00,U0993f60c56fa035a1f200f2da1e87741,Amy,營運長,2025-10-31T11:25:46.416786+00:00,final,Cc434ac7473bcd0864a27277f37cff948,整合型AI,決策群組 #203
Amy,2025-10-31T11:44:35.677627+00:00,Ub1533431f2fd2c99815c6e2fbbfc1d90,Amy,人資長,2025-10-31T11:25:44.454089+00:00,final,Cc434ac7473bcd0864a27277f37cff948,整合型AI,決策群組 #203
Nancy,2025-11-04T07:44:32.432461+00:00,U3c74de8df3e0fd60cfee963fa5faffc8,Nancy,行銷長,2025-11-04T07:20:25.739100+00:00,final,Cc88a4ba7bbecbd979a60c17ce4ea06b1,混合型AI,決策群組 #106
Nancy,2025-11-04T07:44:37.043342+00:00,U5a7af41623ca3c1ac2f839fd8b202169,Nancy,人資長,2025-11-04T07:20:29.962521+00:00,final,Cc88a4ba7bbecbd979a60c17ce4ea06b1,混合型AI,決策群組 #106
Nancy,2025-11-04T07:44:35.261388+00:00,U9b058b9e274d25d08285068322e574fc,Nancy,營運長,2025-11-04T07:19:58.156381+00:00,final,Cc88a4ba7bbecbd979a60c17ce4ea06b1,混合型AI,決策群組 #106
Nancy,2025-11-07T12:08:18.446184+00:00,U6ae4c89f2261cddf97cf115e3a61f5a9,Sally,行銷長,2025-11-07T11:32:42.255161+00:00,final,Cc9b4c43a669c37c0bb42a253361d38c9,整合型AI,決策群組 #208
Nancy,2025-11-07T12:08:25.280514+00:00,Ufb88ee89191f57e2668749a0d950ff45,Nancy,人資長,2025-11-07T11:32:39.364956+00:00,final,Cc9b4c43a669c37c0bb42a253361d38c9,整合型AI,決策群組 #208
Nancy,2025-11-07T12:08:22.674662+00:00,Ufda27f2420adaba849cfa8a66cc0292e,Sally,營運長,2025-11-07T11:32:37.145257+00:00,final,Cc9b4c43a669c37c0bb42a253361d38c9,整合型AI,決策群組 #208
Amy,2025-11-15T11:52:37.898206+00:00,Ua72beb2926ed8c013731593c3ea33db1,Sally,人資長,2025-11-15T11:31:22.499138+00:00,final,Ccc164e34dfb321a3d5194d24ff71c758,探究型AI,決策群組 #315
Amy,2025-11-15T11:52:40.367774+00:00,Uda81493ceee12b95247b69f3886a5395,Sally,行銷長,2025-11-15T11:31:09.209956+00:00,final,Ccc164e34dfb321a3d5194d24ff71c758,探究型AI,決策群組 #315
Amy,2025-11-15T11:52:34.690827+00:00,Ue8ea6405b5e69ed41282e10bed08ab9d,Amy,營運長,2025-11-15T11:31:07.132985+00:00,final,Ccc164e34dfb321a3d5194d24ff71c758,探究型AI,決策群組 #315
Amy,2025-10-29T11:57:42.532669+00:00,U1d8b42fa3ed1a4a19c9c47973c1a99ac,Nancy,人資長,2025-10-29T11:26:59.673884+00:00,final,Cd13a30eb40e49c5d68738707c05a7697,混合型AI,決策群組 #102
Amy,2025-10-29T11:57:45.007537+00:00,U8952ffedfda8fbe876d5280b5c05b6e5,Amy,營運長,2025-10-29T11:27:06.820474+00:00,final,Cd13a30eb40e49c5d68738707c05a7697,混合型AI,決策群組 #102
Amy,2025-10-29T11:57:42.227304+00:00,Ufb0fd011db260383e6606e8e745e8336,Sally,行銷長,2025-10-29T11:27:11.537044+00:00,final,Cd13a30eb40e49c5d68738707c05a7697,混合型AI,決策群組 #102
Sally,2025-10-30T13:40:28.729547+00:00,U3cde698da1e0eebb43ce8f084f9a2c73,Nancy,行銷長,2025-10-30T13:23:49.164839+00:00,final,Cd30ced64d4aec515f7c494f0a7ec68a6,探究型AI,決策群組 #302
Sally,2025-10-30T13:40:34.506087+00:00,U81a2aea66db5fde90f30f85e190533bc,Sally,營運長,2025-10-30T13:23:44.630021+00:00,final,Cd30ced64d4aec515f7c494f0a7ec68a6,探究型AI,決策群組 #302
Sally,2025-10-30T13:40:31.548112+00:00,Uaeb7107fa60aafa4e6d38f8755b2eb9c,Sally,人資長,2025-10-30T13:23:42.415414+00:00,final,Cd30ced64d4aec515f7c494f0a7ec68a6,探究型AI,決策群組 #302
Sally,2025-11-01T07:59:03.916383+00:00,U03187eee79fabca44be879cb105e3a59,Nancy,營運長,2025-11-01T07:27:04.227786+00:00,final,Cd3f2df964de0fbc4f92704cd803bf8c6,混合型AI,決策群組 #104
Sally,2025-11-01T07:59:06.859400+00:00,Uad24f28d6e49e85aa2ba62ce5ecaff24,Amy,人資長,2025-11-01T07:27:01.216355+00:00,final,Cd3f2df964de0fbc4f92704cd803bf8c6,混合型AI,決策群組 #104
Sally,2025-11-01T07:58:59.505357+00:00,Ue43cce1324cf290321d598ded1fd34b1,Sally,行銷長,2025-11-01T07:27:00.239044+00:00,final,Cd3f2df964de0fbc4f92704cd803bf8c6,混合型AI,決策群組 #104
Nancy,2025-11-08T12:18:24.321291+00:00,U88c5a9af846850a049c502a35f6564b6,Nancy,行銷長,2025-11-08T11:48:47.001426+00:00,final,Cd3f5411159af53565b280003586602ea,無介入AI,決策群組 #409
Nancy,2025-11-08T12:18:26.006873+00:00,Ub55c4aa4d5849d64d8325f17263ee205,Sally,營運長,2025-11-08T11:48:49.086486+00:00,final,Cd3f5411159af53565b280003586602ea,無介入AI,決策群組 #409
Nancy,2025-11-08T12:18:28.358875+00:00,Ue0525689317037b6f938833cf15c6e37,Nancy,人資長,2025-11-08T11:48:47.323149+00:00,final,Cd3f5411159af53565b280003586602ea,無介入AI,決策群組 #409
Nancy,2025-10-31T08:47:54.598228+00:00,Ue229707c7beee359f3af4db87bbaba64,Sally,人資長,2025-10-31T08:20:25.667264+00:00,final,Cd4bcbd7682f05f2eb3ad2474c24aaaed,混合型AI,決策群組 #103
Nancy,2025-10-31T08:47:56.663708+00:00,Ue841f23a8211e2a8084be593d11defcd,Amy,營運長,2025-10-31T08:20:29.171122+00:00,final,Cd4bcbd7682f05f2eb3ad2474c24aaaed,混合型AI,決策群組 #103
Nancy,2025-10-31T08:47:57.447296+00:00,Ufd86b5fa33b0d4a9a2cf5bb4c07de899,Nancy,行銷長,2025-10-31T08:20:27.210427+00:00,final,Cd4bcbd7682f05f2eb3ad2474c24aaaed,混合型AI,決策群組 #103
Sally,2025-11-14T05:52:56.850206+00:00,U1bdeb35c8b005b086822dc112e109719,Sally,營運長,2025-11-14T05:36:52.653552+00:00,final,Cd7666516ba2b9445ef855462a3a3e045,整合型AI,決策群組 #213
Sally,2025-11-14T05:52:56.634911+00:00,U43cb65644319872bfb732f86daa57036,Sally,人資長,2025-11-14T05:36:39.060141+00:00,final,Cd7666516ba2b9445ef855462a3a3e045,整合型AI,決策群組 #213
Sally,2025-11-14T05:52:54.193806+00:00,Uca28cdfed0104eb2bb368bc119ba109c,Nancy,行銷長,2025-11-14T05:36:55.249699+00:00,final,Cd7666516ba2b9445ef855462a3a3e045,整合型AI,決策群組 #213
Nancy,2025-10-31T06:34:21.580834+00:00,U3e6e62571ed5eca83748008fab7c531b,Nancy,行銷長,2025-10-31T06:33:58.843443+00:00,final,Cd9e0f55efd971d55558149dcac5dde48,無介入AI,決策群組 #402
Nancy,2025-10-31T06:34:19.192046+00:00,U68c6db7784c219750eab9b6f2a3cfae9,Nancy,人資長,2025-10-31T06:26:11.311175+00:00,final,Cd9e0f55efd971d55558149dcac5dde48,無介入AI,決策群組 #402
Nancy,2025-10-31T06:34:21.286130+00:00,U77295078f1ed1ed2707c579e78536e07,Amy,營運長,2025-10-31T06:26:21.885984+00:00,final,Cd9e0f55efd971d55558149dcac5dde48,無介入AI,決策群組 #402
Amy,2025-11-10T14:06:25.868734+00:00,U1b588217402db9ad88aeafcbed3674f2,Amy,營運長,2025-11-10T13:52:21.711339+00:00,final,Cdc1723e98268a7601bfebc2a464da358,探究型AI,決策群組 #310
Amy,2025-11-10T14:06:23.068508+00:00,U47c6b149d76a5365a38f62de29b9635f,Nancy,人資長,2025-11-10T13:52:24.436714+00:00,final,Cdc1723e98268a7601bfebc2a464da358,探究型AI,決策群組 #310
Amy,2025-11-10T14:06:26.105381+00:00,U7cc65c710c7c66ff5cb162836606c098,Sally,行銷長,2025-11-10T13:52:22.786922+00:00,final,Cdc1723e98268a7601bfebc2a464da358,探究型AI,決策群組 #310
Nancy,2025-11-08T09:46:41.842111+00:00,U7006caeca8c907351373848fd705d103,Amy,人資長,2025-11-08T09:20:35.520402+00:00,final,Ce24f1302eaa378b269db08a39a16a4e4,探究型AI,決策群組 #309
Nancy,2025-11-08T09:46:45.383849+00:00,U9b037e61e6377524bdda74be7b5d0faf,Nancy,營運長,2025-11-08T09:20:41.979800+00:00,final,Ce24f1302eaa378b269db08a39a16a4e4,探究型AI,決策群組 #309
Nancy,2025-11-08T09:46:43.506037+00:00,Uaaadcac2f39d0610b996859f4351313b,Amy,行銷長,2025-11-08T09:20:38.509087+00:00,final,Ce24f1302eaa378b269db08a39a16a4e4,探究型AI,決策群組 #309
Nancy,2025-11-02T08:40:32.871391+00:00,U1e861042d5befd395e1aff649e43b39a,Nancy,人資長,2025-11-02T08:22:28.279578+00:00,final,Ce46794439cc2ab6709b591a743db4608,整合型AI,決策群組 #205
Nancy,2025-11-02T08:40:32.451566+00:00,U544e4e7a9e99254898d62edb77590b38,Sally,行銷長,2025-11-02T08:22:40.809368+00:00,final,Ce46794439cc2ab6709b591a743db4608,整合型AI,決策群組 #205
Nancy,2025-11-02T08:40:34.615085+00:00,U84df54aca297d566305b91577c87fbae,Nancy,營運長,2025-11-02T08:22:36.509239+00:00,final,Ce46794439cc2ab6709b591a743db4608,整合型AI,決策群組 #205
Amy,2025-11-05T09:56:40.939353+00:00,U4cf16a02488a209eb0f06fb056886589,Amy,營運長,2025-11-05T09:26:00.151869+00:00,final,Ce6f41b76375fde125ab931e42038239c,探究型AI,決策群組 #306
Amy,2025-11-05T09:56:39.284595+00:00,U4d62768d782159dacef3034e7e3614d3,Nancy,人資長,2025-11-05T09:25:49.080170+00:00,final,Ce6f41b76375fde125ab931e42038239c,探究型AI,決策群組 #306
Amy,2025-11-05T09:56:36.781075+00:00,U82a7a0c900a4dbd8f0ea4fc2de2b42ad,Amy,行銷長,2025-11-05T09:25:51.044649+00:00,final,Ce6f41b76375fde125ab931e42038239c,探究型AI,決策群組 #306
Nancy,2025-10-27T12:05:45.383530+00:00,U5ef5c4c069a4998fed0b42238bf3e9bd,Amy,行銷長,2025-10-27T11:53:48.242354+00:00,final,Cea6105c5f9bafde7ca52247503112386,混合型AI,決策群組 #101
Nancy,2025-10-27T12:05:43.617351+00:00,Ud7299ae90fe3781e2649b345232032a2,Nancy,營運長,2025-10-27T11:53:49.066864+00:00,final,Cea6105c5f9bafde7ca52247503112386,混合型AI,決策群組 #101
Nancy,2025-10-27T12:05:46.590052+00:00,Ude79607aff99feeef5fb264b6a3da5df,Nancy,人資長,2025-10-27T11:53:21.438472+00:00,final,Cea6105c5f9bafde7ca52247503112386,混合型AI,決策群組 #101
Amy,2025-11-10T12:48:50.781634+00:00,U5f8418b9cf0d11fb7d6e271314918795,Sally,行銷長,2025-11-10T12:23:47.645816+00:00,final,Ceb09482282ce517ad5f8a49bb6ceb833,整合型AI,決策群組 #210
Amy,2025-11-10T12:48:46.124822+00:00,Uc9d47c48c660db7a9a16bd31a0ebb264,Amy,營運長,2025-11-10T12:23:43.829988+00:00,final,Ceb09482282ce517ad5f8a49bb6ceb833,整合型AI,決策群組 #210
Amy,2025-11-10T12:48:55.373987+00:00,Udc4ed896c8874ba6f9471d565dae5205,Nancy,人資長,2025-11-10T12:23:46.172871+00:00,final,Ceb09482282ce517ad5f8a49bb6ceb833,整合型AI,決策群組 #210
Sally,2025-11-08T03:10:41.730140+00:00,U119f9d45a0b8597973bfab15b1190ad2,Sally,行銷長,2025-11-08T02:55:20.144898+00:00,final,Cf4caf73277dfa399260e6be8931fbf5d,無介入AI,決策群組 #408
Sally,2025-11-08T03:10:37.590507+00:00,Ub43d14b3b7b7d20df0d88551ccefbaa1,Sally,人資長,2025-11-08T02:55:20.738461+00:00,final,Cf4caf73277dfa399260e6be8931fbf5d,無介入AI,決策群組 #408
Sally,2025-11-08T03:10:39.697794+00:00,Ue28ea5389ffc18ad2fe785b9e8a3e23f,Nancy,營運長,2025-11-08T02:55:25.486641+00:00,final,Cf4caf73277dfa399260e6be8931fbf5d,無介入AI,決策群組 #408
Amy,2025-10-27T14:11:27.496476+00:00,U624a647851da636bf8dd9e2d535cab60,Sally,行銷長,2025-10-27T13:54:33.512054+00:00,final,Cf5b19f3ffb0ee4029ae8a790dbd73dc3,整合型AI,決策群組 #201
Amy,2025-10-27T14:11:28.280222+00:00,U6e1185b98194162f1fc83d5849b2c0c5,Nancy,營運長,2025-10-27T13:54:30.841663+00:00,final,Cf5b19f3ffb0ee4029ae8a790dbd73dc3,整合型AI,決策群組 #201
Amy,2025-10-27T14:11:25.088365+00:00,Uf9cdc50c19b162c0dab61f61a6a9dcc5,Sally,人資長,2025-10-27T13:54:19.356082+00:00,final,Cf5b19f3ffb0ee4029ae8a790dbd73dc3,整合型AI,決策群組 #201
Amy,2025-11-08T08:25:58.187452+00:00,U0ff6b2b5d2603ea2a16e8501ae126903,Nancy,人資長,2025-11-08T07:54:53.750739+00:00,final,Cf7af6c1127223a863644b31657df9a96,整合型AI,決策群組 #209
Amy,2025-11-08T08:25:55.602143+00:00,U26508526459201dbff15a13c0bd7f226,Amy,行銷長,2025-11-08T07:55:00.910841+00:00,final,Cf7af6c1127223a863644b31657df9a96,整合型AI,決策群組 #209
Amy,2025-11-08T08:25:53.854991+00:00,U2f8aeb28d26358c3ac8fdc1409951bf8,Amy,營運長,2025-11-08T07:54:59.118493+00:00,final,Cf7af6c1127223a863644b31657df9a96,整合型AI,決策群組 #209
